,ISBN,title,author,year,publisher,alt_title,alt_author,correct_author,alt_first_author,viaf_id,viaf_name,QID,sexuality,country,language,religion,gender,ethnicity,birthyear,deathyear,label,ISBN_alt
9500,0440222842,Five Days in Paris,DANIELLE STEEL,1997,Dell,Five Days in Paris,Danielle Steel,Danielle Steel,Danielle Steel,100238676,"Danielle Steel, 1947-",Q72653,,United States of America,English,,female,,1947.0,,Danielle Steel,0440222842
9511,0553379011,The Story of B,DANIEL QUINN,1997,Bantam,The Story of B,Daniel Quinn,Daniel Quinn,Daniel Quinn,79122177,Daniel Quinn,Q546511,,United States of America,,,male,,1935.0,2018.0,Daniel Quinn,0553379011
9516,0440418321,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,2001,Yearling,The Golden Compass,Philip Pullman,Philip Pullman,Philip Pullman,115199438,"Philip Pullman, 1946-",Q190220,,United Kingdom,,atheism,male,,1946.0,,Philip Pullman,037582345X
9517,0316789976,The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,Anita Shreve,1997,"Little, Brown",The Weight of Water,Anita Shreve,Anita Shreve,Anita Shreve,32082253,Anita Shreve,Q460425,,United States of America,,,female,,1946.0,2018.0,Anita Shreve,0316782505
9523,0671519816,Inca Gold (Clive Cussler),Clive Cussler,1995,Pocket,Inca Gold,Clive Cussler,Clive Cussler,Clive Cussler,56608054,"Clive Cussler, 1931-2020",Q366266,,United States of America,,,male,,1931.0,2020.0,Clive Cussler,0671519816
9524,042518109X,Whispers,Dean R. Koontz,2001,Berkley Publishing Group,Whispers,Dean Ray Koontz,Dean Ray Koontz,Dean Ray Koontz,110880758,"Dean Ray Koontz, 1945-",Q272076,,United States of America,,,male,,1945.0,,Dean Koontz,042518109X
9525,0061097861,Hunting Badger (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,2000,HarperCollins,Hunting Badger,Tony Hillerman,Tony Hillerman,Tony Hillerman,95188838,"Tony Hillerman, 1925-2008",Q181920,,United States of America,,,male,,1925.0,2008.0,Tony Hillerman,0060192895
9527,0446609145,Void Moon,Michael Connelly,2001,Warner Vision,Void Moon,Michael Connelly,Michael Connelly,Michael Connelly,19745715,"Michael Connelly, 1956-",Q313193,,United States of America,"English,American English",,male,,1956.0,,Michael Connelly,0316154067
9528,0553575406,Murder on the Prowl,RITA MAE BROWN,1999,Bantam,Murder on the Prowl,Rita Mae Brown,Rita Mae Brown,Rita Mae Brown,112278657,"Rita Mae Brown, 1944-",Q242956,lesbianism,United States of America,,,female,,1944.0,,Rita Mae Brown,0553575406
9529,0380797631,Last Days of Summer,Steve Kluger,1999,Perennial,Last Days of Summer,Steve Kluger,Steve Kluger,Steve Kluger,32702105,Steve Kluger,Q7613055,,United States of America,,,male,,1952.0,,Steve Kluger,0380797631
9532,0553213237,A Room With a View (Classic),E. M. Forster,1988,Bantam,A Room with a View,Edward Morgan Forster,,Edward Morgan Forster,31996364,"E.M.  Forster, 1879-1970",Q189119,,"United Kingdom,United Kingdom of Great Britain and Ireland",English,,male,,1879.0,1970.0,Edward Morgan Forster,0486284670
9534,0679433740,Paradise,Toni Morrison,1998,Alfred A. Knopf,Paradise,Toni Morrison,Toni Morrison,Toni Morrison,109406177,"Toni Morrison, 1931-2019",Q72334,,United States of America,,,female,African Americans,1931.0,2019.0,Toni Morrison,0679433740
9536,0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books,A Virtuous Woman,Kaye Gibbons,Kaye Gibbons,Kaye Gibbons,2493206,"Kaye Gibbons, 1960-",Q6380527,,United States of America,,,female,,1960.0,,Kaye Gibbons,0375703063
9545,0451523326,Jane Eyre,Charlotte Bronte,1988,Signet Classics,Jane Eyre,Charlotte Brontë,Charlotte Brontë,Charlotte Brontë,71388025,"Charlotte Brontë, 1816-1855",Q127332,,United Kingdom of Great Britain and Ireland,English,Anglicanism,female,English people,1816.0,1855.0,Charlotte Brontë,0451518845
9547,0140434003,Jane Eyre (Penguin Classics),Charlotte Bronte,1996,Penguin Books,,,,,71388025,"Charlotte Brontë, 1816-1855",Q127332,,United Kingdom of Great Britain and Ireland,English,Anglicanism,female,English people,1816.0,1855.0,Charlotte Brontë,0140434003
9549,038079439X,Expendable,James Alan Gardner,1999,Eos,Expendable,James Alan Gardner,James Alan Gardner,James Alan Gardner,12494453,James Alan Gardner,Q203068,,Canada,,,male,,1955.0,,James Alan Gardner,038079439X
9567,0525945814,Falling Angels,Tracy Chevalier,2001,Dutton Books,Falling Angels,Tracy Chevalier,Tracy Chevalier,Tracy Chevalier,66573793,"Tracy Chevalier, 1962-",Q232212,,"United States of America,United Kingdom",,,female,,1962.0,,Tracy Chevalier,0452283205
9570,0060934913,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2001,Ecco,Kitchen Confidential,Anthony Bourdain,Anthony Bourdain,Anthony Bourdain,74779959,Anthony Bourdain,Q426582,,United States of America,,atheism,male,"French,Jewish people",1956.0,2018.0,Anthony Bourdain,0060934913
9572,0899193625,"The Beans of Egypt, Maine",Carolyn Chute,1985,Ticknor &amp; Fields,"The Beans of Egypt, Maine",Carolyn Chute,Carolyn Chute,Carolyn Chute,75247700,Carolyn Chute,Q5045328,,United States of America,,,female,,1947.0,,Carolyn Chute,0446300101
9573,0060974486,Immortality,Milan Kundera,1992,Perennial,Immortality,Milan Kundera,Milan Kundera,Milan Kundera,51691735,"Milan Kundera, 1929-",Q93166,,"France,Czech Republic,Czechoslovakia","Czech,French",atheism,male,,1929.0,,Milan Kundera,0060974486
9574,0679736042,Toujours Provence (Vintage Departures),Peter Mayle,1992,Vintage Books USA,,,,,44302507,"Peter Mayle, 1939-2018",Q531759,,United Kingdom,,,male,,1939.0,2018.0,Peter Mayle,0679736042
9577,0156005891,Eden Close,Anita Shreve,1998,Harvest Books,Eden Close,Anita Shreve,Anita Shreve,Anita Shreve,32082253,Anita Shreve,Q460425,,United States of America,,,female,,1946.0,2018.0,Anita Shreve,0156005891
9579,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,2002,Broadway,Tuesdays with Morrie,Mitch Albom,Mitch Albom,Mitch Albom,97615503,"Mitch Albom, 1958-",Q378878,,United States of America,English,,male,,1958.0,,Mitch Albom,0385484518
9581,0618526412,The Heart Is a Lonely Hunter (Oprah's Book Club),Carson McCullers,2004,Houghton Mifflin Co,The Heart is a Lonely Hunter,Carson McCullers,Carson McCullers,Carson McCullers,95151447,"Carson McCullers, 1917-1967",Q230591,,United States of America,,,female,,1917.0,1967.0,Carson McCullers,0618526412
9583,0060652934,The Screwtape Letters,C. S. Lewis,2001,Harper SanFrancisco,The Screwtape Letters,C. S. Lewis,C. S. Lewis,C. S. Lewis,22144877,"C.S.  Lewis, 1898-1963",Q9204,,United Kingdom,English,"atheist,Anglicanism",male,"British people,Irish people",1898.0,1963.0,C. S. Lewis,0060652934
9587,0688174035,More Than You Know: A Novel,Beth Gutcheon,2000,William Morrow &amp; Company,More Than You Know,Beth Gutcheon,Beth Gutcheon,Beth Gutcheon,32582011,Beth Gutcheon,Q4897503,,United States of America,,,female,,1945.0,,Beth Gutcheon,0688174035
9591,0670032891,The Well of Lost Plots: A Thursday Next Novel,Jasper Fforde,2004,Viking Books,The Well of Lost Plots,Jasper Fforde,Jasper Fforde,Jasper Fforde,74088394,"Jasper Fforde, 1961-",Q713778,,United Kingdom,English,,male,,1961.0,,Jasper Fforde,0670032891
9593,1931520003,Stranger Things Happen,Kelly Link,2001,Small Beer Press,Stranger Things Happen,Kelly Link,Kelly Link,Kelly Link,85539103,Kelly Link,Q1190926,,United States of America,English,,female,,1969.0,,Kelly Link,1931520003
9615,0446360589,The Burden of Proof,Scott Turow,1991,Warner Books,The Burden of Proof,Scott Turow,Scott Turow,Scott Turow,106980468,"Scott Turow, 1949-",Q451136,,United States of America,,,male,,1949.0,,Scott Turow,0446360589
9619,0440500729,Star,Danielle Steel,1989,Delacorte Press,Star,Danielle Steel,Danielle Steel,Danielle Steel,100238676,"Danielle Steel, 1947-",Q72653,,United States of America,English,,female,,1947.0,,Danielle Steel,0440500729
9620,0385297661,Daddy,Danielle Steel,1989,Delacorte Press,Daddy,Danielle Steel,Danielle Steel,Danielle Steel,100238676,"Danielle Steel, 1947-",Q72653,,United States of America,English,,female,,1947.0,,Danielle Steel,0440207622
9621,0385306024,Accident,Danielle Steel,1994,Delacorte Press,Accident,Danielle Steel,Danielle Steel,Danielle Steel,100238676,"Danielle Steel, 1947-",Q72653,,United States of America,English,,female,,1947.0,,Danielle Steel,0385306024
9622,0345362721,Peachtree Road,Anne Rivers Siddons,1989,Ballantine Books,Peachtree Road,Anne Rivers Siddons,Anne Rivers Siddons,Anne Rivers Siddons,71415238,Anne Rivers Siddons,Q4768750,,United States of America,,,female,,1936.0,2019.0,Anne Rivers Siddons,0345362721
9623,0446802204,Master of the Game,Sidney Sheldon,1983,Not Avail,Master of the Game,Sidney Sheldon,Sidney Sheldon,Sidney Sheldon,100259983,"Sidney Sheldon, 1917-2007",Q105118,,United States of America,English,Judaism,male,,1917.0,2007.0,Sidney Sheldon,0446802204
9625,0399144587,Hush Money,Robert B. Parker,1999,Putnam Pub Group,Hush Money,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0399144587
9628,0786889551,The Pied Piper,Ridley Pearson,1999,Hyperion,The Pied Piper,Ridley Pearson,Ridley Pearson,Ridley Pearson,73891602,"Ridley Pearson, 1953-",Q936028,,United States of America,,,male,,1953.0,,Ridley Pearson,0786889551
9630,0786889667,The First Victim,Ridley Pearson,2000,Hyperion,The First Victim,Ridley Pearson,Ridley Pearson,Ridley Pearson,73891602,"Ridley Pearson, 1953-",Q936028,,United States of America,,,male,,1953.0,,Ridley Pearson,0786889667
9634,044023574X,After the Fire,Belva Plain,2001,Dell Publishing Company,After the Fire,Belva Plain,Belva Plain,Belva Plain,168992130,"Belva Plain, 1915-2010",Q639041,,United States of America,,,female,,1915.0,2010.0,Belva Plain,044023574X
9691,0553580221,False Memory,Dean R. Koontz,2000,Bantam Books,False Memory,Dean Ray Koontz,Dean Ray Koontz,Dean Ray Koontz,110880758,"Dean Ray Koontz, 1945-",Q272076,,United States of America,,,male,,1945.0,,Dean Koontz,0553580221
9693,0679781358,The Hottest State,Ethan Hawke,1997,Vintage Books USA,The Hottest State,Ethan Hawke,Ethan Hawke,Ethan Hawke,85473576,"Ethan Hawke, 1970-",Q484615,,United States of America,,,male,,1970.0,,Ethan Hawke,0679781358
9697,0553272616,The Unloved,John Saul,1988,Bantam Books,The Unloved,John Saul,John Saul,John Saul,100257906,"John Saul, 1942-",Q1701683,,United States of America,,,male,,1942.0,,John Saul,0553272616
9717,0449212750,Murder in the CIA (Capital Crime Mysteries),Margaret Truman,1991,Fawcett Books,Murder in the CIA,Margaret Truman,Margaret Truman,Margaret Truman,110866419,"Margaret Truman, 1924-2008",Q266959,,United States of America,English,,female,,1924.0,2008.0,Margaret Truman,0449212750
9727,0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,1994,HarperCollins,"The Lion, the Witch and the Wardrobe (rack)",C. S. Lewis,C. S. Lewis,C. S. Lewis,22144877,"C.S.  Lewis, 1898-1963",Q9204,,United Kingdom,English,"atheist,Anglicanism",male,"British people,Irish people",1898.0,1963.0,C. S. Lewis,0064471047
9734,0060191538,"Perfect Murder, Perfect Town",Lawrence Schiller,1999,Harpercollins,"Perfect Murder, Perfect Town",Lawrence Schiller,Lawrence Schiller,Lawrence Schiller,27270418,"Lawrence Schiller, 1936-",Q933453,,United States of America,,,male,,1936.0,,Lawrence Schiller,0060191538
9736,0425166929,One Last Time: A Psychic Medium Speaks to Those We Have Loved and Lost,John Edward,2000,Berkley Publishing Group,One Last Time,John J. Edward,John J. Edward,John J. Edward,297651864,John J Edward,Q3181410,,United States of America,,,male,,1969.0,,John Edward,0425166929
9739,0312958129,Coming Home,Rosamunde Pilcher,1996,St. Martin's Press,Coming Home,Rosamunde Pilcher,Rosamunde Pilcher,Rosamunde Pilcher,36923153,"Rosamunde Pilcher, 1924-2019",Q254240,,United Kingdom,,,female,,1924.0,2019.0,Rosamunde Pilcher,0312958129
9740,0385336314,Dating Game,Danielle Steel,2003,Delacorte Press,Dating Game,Danielle Steel,Danielle Steel,Danielle Steel,100238676,"Danielle Steel, 1947-",Q72653,,United States of America,English,,female,,1947.0,,Danielle Steel,0385336314
9750,0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,Foucault's Pendulum,Umberto Eco,Umberto Eco,Umberto Eco,108299403,"Umberto Eco, 1932-2016",Q12807,,"Italy,Kingdom of Italy",Italian,atheism,male,,1932.0,2016.0,Umberto Eco,0345368754
9753,0553213164,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1983,Bantam Classics,Anne of Windy Poplars,Lucy Maud Montgomery,Lucy Maud Montgomery,Lucy Maud Montgomery,30145542359096640697,"Lucy Maud Montgomery, 1874-1942",Q273034,,Canada,English,,female,,1874.0,1942.0,Lucy Maud Montgomery,0553213164
9754,0446603929,See How They Run,James Patterson,1997,Warner Books,See How They Run,James Patterson,James Patterson,James Patterson,22272314,"James Patterson, 1947-",Q311671,,United States of America,English,,male,,1947.0,,James Patterson,0446603929
9757,0553213180,Anne's House of Dreams,L.M. MONTGOMERY,1983,Bantam Classics,Anne,Lucy Maud Montgomery,Lucy Maud Montgomery,Lucy Maud Montgomery,30145542359096640697,"Lucy Maud Montgomery, 1874-1942",Q273034,,Canada,English,,female,,1874.0,1942.0,Lucy Maud Montgomery,0553213180
9764,0440177049,Season of Passion,Danielle Steel,1980,Dell,Season of Passion,Danielle Steel,Danielle Steel,Danielle Steel,100238676,"Danielle Steel, 1947-",Q72653,,United States of America,English,,female,,1947.0,,Danielle Steel,0440177049
9771,0446518581,Border Music,Robert James Waller,1995,Warner Books,Border Music,Robert James Waller,Robert James Waller,Robert James Waller,2541537,"Robert James Waller, 1939-2017",Q1394609,,United States of America,,,male,,1939.0,2017.0,Robert James Waller,0446602736
9772,0971181802,E-Wally and the Quest,Judy Shasek,2001,Inventeam Llc,E-Wally and the Quest,Judy Shasek|Wendy Anderson Schulz,Judy Shasek,Judy Shasek,39309350,Judy Shasek,,,,,,,,,,,0971181802
9775,0743225724,Good Harbor: A Novel,Anita Diamant,2002,Scribner,Good Harbor,Anita Diamant,Anita Diamant,Anita Diamant,67392674,"Anita Diamant, 1951-",Q4765521,,United States of America,,,female,,1951.0,,Anita Diamant,0743225325
9785,0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books,The Vagina Monologues,Eve Ensler,Eve Ensler,Eve Ensler,117926399,"Eve Ensler, 1953-",Q2086841,,United States of America,English,Buddhism,female,,1953.0,,Eve Ensler,0375756981
9794,0140258795,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,1996,Penguin Books,Longitude,Dava Sobel,Dava Sobel,Dava Sobel,49306241,"Dava Sobel, 1947-",Q304592,,United States of America,,,female,,1947.0,,Dava Sobel,0140258795
9829,0385509472,Diary: A Novel,Chuck Palahniuk,2003,Doubleday,Diary,Chuck Palahniuk,Chuck Palahniuk,Chuck Palahniuk,85311088,"Chuck Palahniuk, 1962-",Q268181,,United States of America,,atheism,male,,1962.0,,Chuck Palahniuk,0385509472
9830,0060988649,Lost: A Novel,Gregory Maguire,2002,Regan Books,Lost,Gregory Maguire,Gregory Maguire,Gregory Maguire,267230610,Gregory Maguire,Q736137,,United States of America,,,male,,1954.0,,Gregory Maguire,0060988649
9832,0380725711,"Say You Love Me (Malory, No. 5)",Johanna Lindsey,1997,Avon,Say You Love Me,Johanna Lindsey,Johanna Lindsey,Johanna Lindsey,28600,Johanna Lindsey,Q273677,,United States of America,,,female,,1952.0,2019.0,Johanna Lindsey,0380725711
9843,0595256368,Rhaeva,Linda Moore,2003,Writer's Showcase Press,,,,,53659590,Linda Moore,Q16731512,,United States of America,,,female,,1961.0,,Linda Moore,0595256368
9845,0061099708,Colony,Anne Rivers Siddons,1993,HarperTorch,Colony,Anne Rivers Siddons,Anne Rivers Siddons,Anne Rivers Siddons,71415238,Anne Rivers Siddons,Q4768750,,United States of America,,,female,,1936.0,2019.0,Anne Rivers Siddons,0061099708
9846,0425182886,Pot Shot,Robert B. Parker,2002,Berkley Publishing Group,Potshot,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0399147101
9847,0425179559,Hugger Mugger,Robert B. Parker,2001,Berkley Publishing Group,Hugger Mugger,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0425179559
9848,0425174018,Hush Money (Spenser Mysteries),Robert B. Parker,2000,Berkley Publishing Group,Hush Money,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0399144587
9849,0425157474,Chance,Robert B. Parker,1997,Berkley Publishing Group,Chance,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0425157474
9850,0425152901,Thin Air,Robert B. Parker,1996,Berkley Publishing Group,Thin Air,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0425152901
9851,0425147746,Walking Shadow,Robert B. Parker,1996,Berkley Publishing Group,Walking Shadow,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0425147746
9852,0425141551,Paper Doll,Robert B. Parker,1996,Berkley Publishing Group,Paper Doll,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0425141551
9853,0425137937,Double Deuce,Robert B. Parker,1993,Berkley Publishing Group,Double Deuce,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0425137937
9854,0425132935,Pastime,Robert B. Parker,1996,Berkley Publishing Group,Pastime,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0425132935
9858,0440111323,A Catskill Eagle,Robert B. Parker,1993,Dell Publishing Company,A Catskill Eagle,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0440111323
9860,0440109930,Ceremony,ROBERT PARKER,1992,Dell,Ceremony,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0440109930
9865,0340750626,The Evidence Exposed,Elizabeth George,1999,Not Avail,The Evidence Exposed,Elizabeth George,Elizabeth George,Elizabeth George,114891447,"Elizabeth George, 1949-",Q236727,,United States of America,,,female,,1949.0,,Elizabeth George,0340750626
9868,0440129613,The Godwulf Manuscript,Robert B. Parker,1996,Dell Publishing Company,The Godwulf Manuscript,Robert B. Parker,Robert B. Parker,Robert B. Parker,101763416,"Robert B. Parker, 1932-2010",Q550819,,United States of America,,,male,,1932.0,2010.0,Robert B. Parker,0440129613
